grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
abraserais	abʁazʁɛ	abʁazʁɛ	abʁazʁɛ	abʁazəʁɛ	compound	abras|erais	0.0	0.0	0.125	abʁazəʁɛ	abʁazəʁɛ	0.125	0.125
abraserait	abʁazʁɛ	abʁazʁɛ	abʁazʁɛ	abʁazəʁɛ	compound	abras|erait	0.0	0.0	0.125	abʁazəʁɛ	abʁazəʁɛ	0.125	0.125
abraseras	abʁazʁa	abʁazʁa	abʁazʁa	abʁazəʁa	compound	abras|eras	0.0	0.0	0.125	abʁazəʁa	abʁazəʁa	0.125	0.125
abraserez	abʁazʁe	abʁazʁe	abʁazʁe	abʁazəʁe	compound	abras|erez	0.0	0.0	0.125	abʁazəʁe	abʁazəʁe	0.125	0.125
abraseriez	abʁazəʁje	abʁazəʁje	abʁazəʁje	abʁazəʁje	compound	abras|eriez	0.0	0.0	0.0	abʁazəʁje	abʁazəʁje	0.0	0.0
abraserions	abʁazəʁjɔ	abʁazəʁjɔ	abʁazəʁjɔ	abʁazəʁjɔ	compound	abras|erions	0.0	0.0	0.0	abʁazəʁjɔ̃	abʁazəʁjɔ̃	0.1	0.1
abraserons	abʁazʁɔ	abʁazʁɔ	abʁazʁɔ	abʁazəʁɔ	compound	abras|erons	0.0	0.0	0.125	abʁazəʁɔ̃	abʁazəʁɔ̃	0.2222222222222222	0.2222222222222222
abraseront	abʁazʁɔ	abʁazʁɔ	abʁazʁɔ	abʁazəʁɔ	compound	abras|eront	0.0	0.0	0.125	abʁazəʁɔ̃	abʁazəʁɔ̃	0.2222222222222222	0.2222222222222222
abrasez	abʁaze	abʁaze	abʁaze	abʁaze	compound	abras|ez	0.0	0.0	0.0	abʁaze	abʁaze	0.0	0.0
abrasiez	abʁazje	abʁazje	abʁazje	abʁazje	compound	abras|iez	0.0	0.0	0.0	abʁazje	abʁazje	0.0	0.0
abrasons	abʁazɔ	abʁazɔ	abʁazɔ	abʁazɔ	compound	abras|ons	0.0	0.0	0.0	abʁazɔ̃	abʁazɔ̃	0.14285714285714285	0.14285714285714285
abrasâmes	abʁazam	abʁazam	abʁazam	abʁasam	compound	abras|âmes	0.0	0.0	0.14285714285714285	abʁazam	abʁazam	0.0	0.0
abrasât	abʁaza	abʁaza	abʁaza	abʁaza	compound	ab|rasât	0.0	0.0	0.0	abʁazɑ	abʁaza	0.16666666666666666	0.0
abrasâtes	abʁazat	abʁazat	abʁazat	abʁazat	compound	ab|rasâtes	0.0	0.0	0.0	abʁazat	abʁazat	0.0	0.0
abrasèrent	abʁazɛʁ	abʁazɛʁ	abʁazɛʁ	abʁasɛʁ	compound	abras|èrent	0.0	0.0	0.14285714285714285	abʁazɛʁ	abʁazɛʁ	0.0	0.0
abrasé	abʁaze	abʁaze	abʁaze	abʁaze	compound	abras|é	0.0	0.0	0.0	abʁaze	abʁaze	0.0	0.0
abraxas	abʁaksas	abʁaksa	abʁaksa	abʁaksa	compound	ab|r|axas	0.14285714285714285	0.14285714285714285	0.14285714285714285	abʁaksa	abʁaksa	0.14285714285714285	0.14285714285714285
abriât	abʁija	abʁija	abʁia	abʁija	compound	[]	0.0	0.2	0.0	abʁija	abʁija	0.0	0.0
abrogative	abʁɔɡativ	abʁɔɡativ	abʁoɡativ	abʁɔɡativ	compound	ab|rog|ative	0.0	0.1111111111111111	0.0	abʁɔɡativ	abʁɔgativ	0.0	0.1111111111111111
abrogatrice	abʁɔɡatʁis	abʁɔɡatʁis	abʁoɡatʁis	abʁɔɡatʁis	compound	ab|rog|atrice	0.0	0.1	0.0	abʁɔɡatʁis	abʁɔgatʁis	0.0	0.1
abrogeable	abʁɔʒabl	abʁɔʒabl	abʁoʒabl	abʁɔʒabl	compound	abrogea|ble	0.0	0.125	0.0	abʁɔʒabl	abʁɔʒabl	0.0	0.0
abrogeables	abʁɔʒabl	abʁɔʒabl	abʁoʒabl	abʁɔʒabl	compound	abrogea|bles	0.0	0.125	0.0	abʁɔʒabl	abʁɔʒabl	0.0	0.0
abrouti	abʁuti	abʁuti	abʁuti	abʁuti	compound	ab|rout|i	0.0	0.0	0.0	abʁuti	abʁuti	0.0	0.0
abroutir	abʁutiʁ	abʁutiʁ	abʁutiʁ	abʁutiʁ	compound	ab|rout|ir	0.0	0.0	0.0	abʁutiʁ	abʁutiʁ	0.0	0.0
abroutira	abʁutiʁa	abʁutiʁa	abʁutiʁa	abʁutiʁa	compound	ab|rout|ira	0.0	0.0	0.0	abʁutiʁa	abʁutiʁa	0.0	0.0
abroutirai	abʁutiʁe	abʁutiʁe	abʁutiʁe	abʁutiʁɛ	compound	ab|rout|irai	0.0	0.0	0.125	abʁutiʁɛ	abʁutiʁɛ	0.125	0.125
abroutiraient	abʁutiʁɛ	abʁutiʁɛ	abʁutiʁɛ	abʁutiʁɛ	compound	ab|rout|iraient	0.0	0.0	0.0	abʁutiʁɛ	abʁutiʁɛ	0.0	0.0
abroutirais	abʁutiʁɛ	abʁutiʁɛ	abʁutiʁɛ	abʁutiʁɛ	compound	ab|rout|irais	0.0	0.0	0.0	abʁutiʁɛ	abʁutiʁɛ	0.0	0.0
abroutirait	abʁutiʁɛ	abʁutiʁɛ	abʁutiʁɛ	abʁutiʁɛ	compound	ab|rout|irait	0.0	0.0	0.0	abʁutiʁɛ	abʁutiʁɛ	0.0	0.0
abroutiras	abʁutiʁa	abʁutiʁa	abʁutiʁa	abʁutiʁa	compound	ab|rout|iras	0.0	0.0	0.0	abʁutiʁa	abʁutiʁa	0.0	0.0
abroutirent	abʁutiʁ	abʁutiʁ	abʁutiʁ	abʁutiʁ	compound	ab|rou|tirent	0.0	0.0	0.0	abʁutiʁ	abʁutiʁ	0.0	0.0
abroutirez	abʁutiʁe	abʁutiʁe	abʁutiʁe	abʁutiʁe	compound	ab|rout|irez	0.0	0.0	0.0	abʁutiʁe	abʁutiʁe	0.0	0.0
abroutiriez	abʁutiʁje	abʁutiʁje	abʁutiʁje	abʁutiʁje	compound	ab|rout|iriez	0.0	0.0	0.0	abʁutiʁje	abʁutiʁje	0.0	0.0
abroutirions	abʁutiʁjɔ	abʁutiʁjɔ	abʁutiʁjɔ	abʁutiʁjɔ	compound	ab|rout|irions	0.0	0.0	0.0	abʁutiʁjɔ̃	abʁutiʁjɔ̃	0.1	0.1
abroutirons	abʁutiʁɔ	abʁutiʁɔ	abʁutiʁɔ	abʁutiʁɔ	compound	ab|rout|irons	0.0	0.0	0.0	abʁutiʁɔ̃	abʁutiʁɔ̃	0.1111111111111111	0.1111111111111111
abroutiront	abʁutiʁɔ	abʁutiʁɔ	abʁutiʁɔ	abʁutiʁɔ	compound	ab|rout|iront	0.0	0.0	0.0	abʁutiʁɔ̃	abʁutiʁɔ̃	0.1111111111111111	0.1111111111111111
abroutissaient	abʁutisɛ	abʁutizɛ	abʁutisɛ	abʁutisɛ	compound	abroutis|saient	0.125	0.0	0.0	abʁutisɛ	abʁutisɛ	0.0	0.0
abroutissais	abʁutisɛ	abʁutizɛ	abʁutisɛ	abʁutisɛ	compound	abroutis|sais	0.125	0.0	0.0	abʁutisɛ	abʁutisɛ	0.0	0.0
abroutissait	abʁutisɛ	abʁutizɛ	abʁutisɛ	abʁutisɛ	compound	abroutis|sait	0.125	0.0	0.0	abʁutisɛ	abʁutisɛ	0.0	0.0
abroutissant	abʁutisɑ	abʁutisɑ	abʁutisɑ	abʁutisɑ	compound	abroutis|sant	0.0	0.0	0.0	abʁutisɑ̃	abʁutisɑ̃	0.1111111111111111	0.1111111111111111
abroutisse	abʁutis	abʁutiz	abʁutis	abʁutis	compound	abroutis|se	0.14285714285714285	0.0	0.0	abʁutis	abʁutis	0.0	0.0
abroutissent	abʁutis	abʁutiz	abʁutis	abʁutis	compound	abroutis|sent	0.14285714285714285	0.0	0.0	abʁutis	abʁutis	0.0	0.0
abroutisses	abʁutis	abʁutis	abʁutis	abʁutis	compound	abroutis|ses	0.0	0.0	0.0	abʁutis	abʁutis	0.0	0.0
abroutissez	abʁutise	abʁutise	abʁutise	abʁutise	compound	abroutis|sez	0.0	0.0	0.0	abʁutise	abʁutise	0.0	0.0
abroutissiez	abʁutisje	abʁutizje	abʁutisje	abʁutisje	compound	abroutis|siez	0.1111111111111111	0.0	0.0	abʁutisi	abʁutisje	0.25	0.0
abroutissions	abʁutisjɔ	abʁutizjɔ	abʁutisjɔ	abʁutisjɔ	compound	abroutis|sions	0.1111111111111111	0.0	0.0	abʁutisjɔ̃	abʁutisjɔ̃	0.1	0.1
abroutissons	abʁutisɔ	abʁutizɔ	abʁutisɔ	abʁutisɔ	compound	abroutis|sons	0.125	0.0	0.0	abʁutisɔ̃	abʁutisɔ̃	0.1111111111111111	0.1111111111111111
abroutit	abʁuti	abʁuti	abʁuti	abʁuti	compound	ab|rout|it	0.0	0.0	0.0	abʁuti	abʁuti	0.0	0.0
abroutîmes	abʁutim	abʁutim	abʁutim	abʁutim	compound	[]	0.0	0.0	0.0	abʁutim	abʁutim	0.0	0.0
abroutît	abʁuti	abʁuti	abʁuti	abʁuti	compound	[]	0.0	0.0	0.0	abʁuti	abʁuti	0.0	0.0
abroutîtes	abʁutit	abʁutit	abʁutit	abʁutit	compound	[]	0.0	0.0	0.0	abʁutit	abʁutit	0.0	0.0
abrègement	abʁɛʒmɑ	abʁɛʒmɑ	abʁɛʒmɑ	abʁɛʒmɑ	compound	abrège|ment	0.0	0.0	0.0	abʁɛʒmɑ̃	abʁɛʒmɑ̃	0.125	0.125
abréagi	abʁeaʒi	abʁeaʒi	abʁeaʒi	abʁeaʒi	compound	ab|réagi	0.0	0.0	0.0	abʁeaʒi	abʁeaʒi	0.0	0.0
abréagir	abʁeaʒiʁ	abʁeaʒiʁ	abʁeaʒiʁ	abʁeaʒiʁ	compound	ab|réagir	0.0	0.0	0.0	abʁeaʒiʁ	abʁeaʒiʁ	0.0	0.0
abréagira	abʁeaʒiʁa	abʁeaʒiʁa	abʁeaʒiʁa	abʁeaʒiʁa	compound	ab|réagira	0.0	0.0	0.0	abʁeaʒiʁa	abʁeaʒiʁa	0.0	0.0
abréagiraient	abʁeaʒiʁɛ	abʁeaʒiʁe	abʁeaʒiʁɛ	abʁeaʒiʁɛ	compound	abréagirai|ent	0.1111111111111111	0.0	0.0	abʁeaʒiʁɛ	abʁeaʒiʁɛ	0.0	0.0
abréagirais	abʁeaʒiʁɛ	abʁeaʒiʁe	abʁeaʒiʁɛ	abʁeaʒiʁɛ	compound	abréagirai|s	0.1111111111111111	0.0	0.0	abʁeaʒiʁɛ	abʁeaʒiʁɛ	0.0	0.0
abréagirait	abʁeaʒiʁɛ	abʁeaʒiʁet	abʁeaʒiʁɛ	abʁeaʒiʁɛ	compound	abréagirai|t	0.2	0.0	0.0	abʁeaʒiʁɛ	abʁeaʒiʁɛ	0.0	0.0
abréagiras	abʁeaʒiʁa	abʁeaʒiʁa	abʁeaʒiʁa	abʁeaʒiʁa	compound	ab|réagiras	0.0	0.0	0.0	abʁeaʒiʁa	abʁeaʒiʁa	0.0	0.0
abréagirent	abʁeaʒiʁ	abʁeaʒiʁ	abʁeaʒiʁ	abʁeaʒiʁ	compound	ab|réagirent	0.0	0.0	0.0	abʁeaʒiʁ	abʁeaʒiʁ	0.0	0.0
abréagirez	abʁeaʒiʁe	abʁeaʒiʁe	abʁeaʒiʁe	abʁeaʒiʁe	compound	ab|réagirez	0.0	0.0	0.0	abʁeaʒiʁe	abʁeaʒiʁe	0.0	0.0
abréagiriez	abʁeaʒiʁje	abʁeaʒiʁje	abʁeaʒiʁje	abʁeaʒiʁje	compound	ab|réagiriez	0.0	0.0	0.0	abʁeaʒiʁje	abʁeaʒiʁje	0.0	0.0
abréagirions	abʁeaʒiʁjɔ	abʁeaʒiʁjɔ	abʁeaʒiʁjɔ	abʁeaʒiʁjɔ	compound	ab|réagirions	0.0	0.0	0.0	abʁeaʒiʁjɔ̃	abʁeaʒiʁjɔ̃	0.09090909090909091	0.09090909090909091
abréagirons	abʁeaʒiʁɔ	abʁeaʒiʁɔ	abʁeaʒiʁɔ	abʁeaʒiʁɔ	compound	ab|réagirons	0.0	0.0	0.0	abʁeaʒiʁɔ̃	abʁeaʒiʁɔ̃	0.1	0.1
abréagiront	abʁeaʒiʁɔ	abʁeaʒiʁɔ	abʁeaʒiʁɔ	abʁeaʒiʁɔ	compound	ab|réagiront	0.0	0.0	0.0	abʁeaʒiʁɔ̃	abʁeaʒiʁɔ̃	0.1	0.1
abréagis	abʁeaʒi	abʁeaʒi	abʁeaʒi	abʁeaʒi	compound	ab|réagis	0.0	0.0	0.0	abʁeaʒi	abʁeaʒi	0.0	0.0
abréagissaient	abʁeaʒisɛ	abʁeaʒisɛ	abʁeaʒisɛ	abʁeaʒisɛ	compound	ab|réagissaient	0.0	0.0	0.0	abʁeaʒisɛ	abʁeaʒisɛ	0.0	0.0
abréagissais	abʁeaʒisɛ	abʁeaʒisɛ	abʁeaʒisɛ	abʁeaʒisɛ	compound	ab|réagissais	0.0	0.0	0.0	abʁeaʒisɛ	abʁeaʒisɛ	0.0	0.0
abréagissait	abʁeaʒisɛ	abʁeaʒisɛ	abʁeaʒisɛ	abʁeaʒisɛ	compound	ab|réagissait	0.0	0.0	0.0	abʁeaʒisɛ	abʁeaʒisɛ	0.0	0.0
abréagissant	abʁeaʒisɑ	abʁeaʒisɑ	abʁeaʒisɑ	abʁeaʒisɑ	compound	ab|réagissant	0.0	0.0	0.0	abʁeaʒisɑ̃	abʁeaʒisɑ̃	0.1	0.1
abréagisse	abʁeaʒis	abʁeaʒis	abʁeaʒis	abʁeaʒis	compound	ab|réagisse	0.0	0.0	0.0	abʁeaʒis	abʁeaʒis	0.0	0.0
abréagissent	abʁeaʒis	abʁeaʒis	abʁeaʒis	abʁeaʒis	compound	ab|réagissent	0.0	0.0	0.0	abʁeaʒis	abʁeaʒis	0.0	0.0
abréagisses	abʁeaʒis	abʁeaʒis	abʁeaʒis	abʁeaʒis	compound	ab|réagisses	0.0	0.0	0.0	abʁeaʒis	abʁeaʒis	0.0	0.0
abréagissez	abʁeaʒise	abʁeaʒise	abʁeaʒise	abʁeaʒise	compound	ab|réagissez	0.0	0.0	0.0	abʁeaʒise	abʁeaʒise	0.0	0.0
abréagissiez	abʁeaʒisje	abʁeaʒisje	abʁeaʒisje	abʁeaʒisje	compound	ab|réagissiez	0.0	0.0	0.0	abʁeaʒisje	abʁeaʒisje	0.0	0.0
abréagissions	abʁeaʒisjɔ	abʁeaʒisjɔ	abʁeaʒisjɔ	abʁeaʒisjɔ	compound	ab|réagissions	0.0	0.0	0.0	abʁeaʒisjɔ̃	abʁeaʒisjɔ̃	0.09090909090909091	0.09090909090909091
abréagissons	abʁeaʒisɔ	abʁeaʒisɔ	abʁeaʒisɔ	abʁeaʒisɔ	compound	ab|réagissons	0.0	0.0	0.0	abʁeaʒisɔ̃	abʁeaʒisɔ̃	0.1	0.1
abréagit	abʁeaʒi	abʁeaʒi	abʁeaʒi	abʁeaʒi	compound	ab|réagit	0.0	0.0	0.0	abʁeaʒi	abʁeaʒi	0.0	0.0
abréagîmes	abʁeaʒim	abʁeaʒim	abʁeaʒim	abʁeaʒim	compound	ab|réagîmes	0.0	0.0	0.0	abʁeaʒim	abʁeaʒim	0.0	0.0
abréagît	abʁeaʒi	abʁeaʒi	abʁeaʒi	abʁeaʒi	compound	ab|réagît	0.0	0.0	0.0	abʁeaʒi	abʁeaʒi	0.0	0.0
abréagîtes	abʁeaʒit	abʁeaʒit	abʁeaʒit	abʁeaʒit	compound	ab|réagîtes	0.0	0.0	0.0	abʁeaʒit	abʁeaʒit	0.0	0.0
abrégément	abʁeʒemɑ	abʁeʒemɑ	abʁeʒemɑ	abʁeʒemɑ	compound	abrégé|ment	0.0	0.0	0.0	abʁeʒemɑ̃	abʁeʒemɑ̃	0.1111111111111111	0.1111111111111111
abréviateur	abʁevjatœʁ	abʁevjatœʁ	abʁevjatœʁ	abʁevjatœʁ	compound	ab|ré|via|teur	0.0	0.0	0.0	abʁevjatœʁ	abʁevjatœʁ	0.0	0.0
abrévier	abʁevje	abʁevje	abʁevje	abʁevje	compound	ab|r|évier	0.0	0.0	0.0	abʁevje	abʁevje	0.0	0.0
abscission	apsisjɔ	absisjɔ	absisjɔ	absisjɔ	compound	ab|scission	0.14285714285714285	0.14285714285714285	0.14285714285714285	apsisjɔ̃	apsisjɔ̃	0.125	0.125
absidal	apsidal	absidal	absidal	absidal	compound	ab|si|dal	0.14285714285714285	0.14285714285714285	0.14285714285714285	apsidal	apsidal	0.0	0.0
absidial	apsidjal	absidjal	absidjal	absidjal	compound	ab|si|dia|l	0.125	0.125	0.125	apsidjal	apsidjal	0.0	0.0
absidiale	apsidjal	absidjal	absidjal	absidjal	compound	ab|si|diale	0.125	0.125	0.125	apsidjal	apsidjal	0.0	0.0
absolue	apsɔly	apsɔly	absoly	absɔly	compound	absolu|e	0.0	0.3333333333333333	0.16666666666666666	apsɔly	apsɔly	0.0	0.0
absolues	apsɔly	apsɔlyɛ	absoly	absɔly	compound	absolu|es	0.14285714285714285	0.3333333333333333	0.16666666666666666	apsɔlyɛ	apsɔly	0.14285714285714285	0.0
absolutrice	apsɔlytʁis	apsɔlytʁis	absolytʁis	apsɔlytʁis	compound	absolu|trice	0.0	0.2	0.0	apsɔlytʁis	apsɔlytʁis	0.0	0.0
absorbable	apsɔʁbabl	apsɔʁbabl	absɔʁbabl	apsɔʁbabl	compound	absorba|ble	0.0	0.1111111111111111	0.0	apsɔʁbabl	apsɔʁbabl	0.0	0.0
absorbeur	apsɔʁbœʁ	apsɔʁbœʁ	absɔʁbœʁ	apsɔʁbœʁ	compound	absorbe|ur	0.0	0.125	0.0	apsɔʁbœʁ	apsɔʁbœʁ	0.0	0.0
absorptivité	apsɔʁptivite	absɔʁptivite	absɔʁptivite	apsɔʁtivite	compound	ab|sor|pt|ivité	0.08333333333333333	0.08333333333333333	0.09090909090909091	apsɔʁptivite	apsɔʁptivite	0.0	0.0
abstractionnisme	apstʁaksjɔnism	apstʁaksjɔnism	abstʁaksjɔnism	apstʁaksjɔnism	compound	abstraction|nisme	0.0	0.07142857142857142	0.0	apstʁaksjɔnism	apstʁaksjɔnism	0.0	0.0
abstractionnismes	apstʁaksjɔnism	apstʁaksjɔnism	abstʁaksjɔnism	apstʁaksjɔnism	compound	abstraction|nisme|s	0.0	0.07142857142857142	0.0	apstʁaksjɔnism	apstʁaksjɔnism	0.0	0.0
abstractive	apstʁaktiv	abstʁaktiv	abstʁaktiv	apstʁaktiv	compound	ab|str|active	0.1	0.1	0.0	apstʁaktiv	apstʁaktiv	0.0	0.0
abstème	apstɛm	apstɛm	abstɛm	abstɛm	compound	[]	0.0	0.16666666666666666	0.16666666666666666	apstɛm	apstɛm	0.0	0.0
abyssin	abisɛ	abisɛ	abisɛ	abisɛ	compound	ab|ys|sin	0.0	0.0	0.0	abisin	abisɛ̃	0.3333333333333333	0.16666666666666666
abyssinien	abisinjɛ	abisinjɛ	abisinjɛ	abisinjɛ	compound	ab|ys|sin|ien	0.0	0.0	0.0	abisinjɛ̃	abisinjɛ̃	0.1111111111111111	0.1111111111111111
abâtardissement	abataʁdismɑ	abataʁdismɑ	abataʁdismɑ	abataʁdismɑ	compound	abâtardisse|ment	0.0	0.0	0.0	abataʁdismɑ̃	abataʁdismɑ̃	0.08333333333333333	0.08333333333333333
abée	abe	abe	abe	abe	compound	ab|ée	0.0	0.0	0.0	abe	abe	0.0	0.0
abélianiser	abeljanize	abeljanise	abeljanize	abeljanize	compound	abélia|nis|er	0.1	0.0	0.0	abeljanize	abeljanize	0.0	0.0
abêtifier	abetifje	abetifje	abɛtifje	abɛtifje	compound	abêti|fier	0.0	0.125	0.125	abetifje	abetifje	0.0	0.0
acafalée	akafale	akafale	akafale	akafale	compound	ac|af|alé|e	0.0	0.0	0.0	akafale	akafale	0.0	0.0
acalifourchonnée	akalifuʁʃɔne	akalifuʁʃɔne	akalifuʁʃɔne	akalifuʁʃɔne	compound	a|califourchon|née	0.0	0.0	0.0	akalifuʁʃɔne	akalifuʁʃɔne	0.0	0.0
acanthure	akɑtyʁ	akɑtyʁ	akɑtyʁ	akɑtyʁ	compound	ac|anth|ure	0.0	0.0	0.0	akɑ̃tyʁ	akɑ̃tyʁ	0.14285714285714285	0.14285714285714285
acanthé	akɑte	akɑte	akɑte	akɑte	compound	ac|anth|é	0.0	0.0	0.0	akɑ̃te	akɑ̃te	0.16666666666666666	0.16666666666666666
acanthée	akɑte	akɑte	akɑte	akɑte	compound	ac|anth|ée	0.0	0.0	0.0	akɑ̃te	akɑ̃te	0.16666666666666666	0.16666666666666666
acapsulée	akapsyle	akapsyle	akapsyle	akapsyle	compound	a|capsulée	0.0	0.0	0.0	akapsyle	akapsyle	0.0	0.0
acastilleur	akastijœʁ	akastijœʁ	akastijœʁ	akastijœʁ	compound	a|castille|ur	0.0	0.0	0.0	akastijœʁ	akastijœʁ	0.0	0.0
accadien	akadjɛ	akadjɛ	akadjɛ	akadjɛ	compound	acc|adien	0.0	0.0	0.0	akadjɛ̃	akadjɛ̃	0.14285714285714285	0.14285714285714285
accadienne	akadjɛn	akadjɛn	akadjɛn	akadjɛn	compound	acc|adien|ne	0.0	0.0	0.0	akadjɛn	akadjɛn	0.0	0.0
accalminée	akalmine	akalmine	akalmine	akalmine	compound	acc|al|minée	0.0	0.0	0.0	akalmine	akalmine	0.0	0.0
accapareur	akapaʁœʁ	akapaʁœʁ	akapaʁœʁ	akapaʁœʁ	compound	accapare|ur	0.0	0.0	0.0	akapaʁœʁ	akapaʁœʁ	0.0	0.0
acceptative	aksɛptativ	aksɛptativ	aksɛptativ	aksɛptativ	compound	accepta|tive	0.0	0.0	0.0	aksɛptativ	aksɛptativ	0.0	0.0
accipitrines	aksipitʁin	aksipitʁin	aksipitʁin	aksipitʁin	compound	accipitrine|s	0.0	0.0	0.0	aksipitʁin	aksipitʁin	0.0	0.0
acclamative	aklamativ	aklamativ	aklamativ	aklamativ	compound	acclama|tive	0.0	0.0	0.0	aklamativ	aklamativ	0.0	0.0
acclimatable	aklimatabl	aklimatabl	aklimatabl	aklimatabl	compound	acclimata|ble	0.0	0.0	0.0	aklimatabl	aklimatabl	0.0	0.0
accommodatrice	akɔmɔdatʁis	akɔmɔdatʁis	akɔmodatʁis	akɔmɔdatʁis	compound	accommoda|trice	0.0	0.09090909090909091	0.0	akɔmɔdatʁis	akɔmɔdatʁis	0.0	0.0
accordable	akɔʁdabl	akɔʁdabl	akɔʁdabl	akɔʁdabl	compound	accorda|ble	0.0	0.0	0.0	akɔʁdabl	akɔʁdabl	0.0	0.0
accornée	akɔʁne	akɔʁne	akɔʁne	akɔʁne	compound	acc|ornée	0.0	0.0	0.0	akɔʁne	akɔʁne	0.0	0.0
accostable	akɔstabl	akɔstabl	akɔstabl	akɔstabl	compound	accosta|ble	0.0	0.0	0.0	akɔstabl	akɔstabl	0.0	0.0
accoudement	akudmɑ	akudmɑ	akudmɑ	akudmɑ	compound	accoude|ment	0.0	0.0	0.0	akudmɑ̃	akudmɑ̃	0.14285714285714285	0.14285714285714285
accourcir	akuʁsiʁ	akuʁsiʁ	akuʁsiʁ	akuʁsiʁ	compound	acc|our|cir	0.0	0.0	0.0	akuʁsiʁ	akuʁsiʁ	0.0	0.0
accourcissement	akuʁsismɑ	akuʁsismɑ	akuʁsismɑ	akuʁsismɑ	compound	acc|our|cis|sement	0.0	0.0	0.0	akuʁsismɑ̃	akuʁsismɑ̃	0.1	0.1
accrescent	akʁɛsɑ	akʁɛsɑ	akʁɛsɑ	akʁɛsɑ	compound	acc|res|cent	0.0	0.0	0.0	akʁɛs	akʁesɑ̃	0.2	0.2857142857142857
accrue	akʁy	akʁy	akʁy	akʁy	compound	accru|e	0.0	0.0	0.0	akʁy	akʁy	0.0	0.0
accrémentitielle	akʁemɑtisjɛl	akʁemɑtisjɛl	akʁemɑtisjɛl	akʁemɑtisjɛl	compound	acc|ré|mentit|ielle	0.0	0.0	0.0	akʁemɑ̃tijɛl	akʁemɑ̃tisjɛl	0.16666666666666666	0.07692307692307693
accumulatrice	akymylatʁis	akymylatʁis	akymylatʁis	akymylatʁis	compound	accumula|trice	0.0	0.0	0.0	akymylatʁis	akymylatʁis	0.0	0.0
acescente	asɛsɑt	asɛsɑ	asɛsɑt	asɛsɑt	compound	acescent|e	0.2	0.0	0.0	asesɑ̃t	asesɑ̃t	0.2857142857142857	0.2857142857142857
acescentes	asɛsɑt	asɛsɑɛ	asɛsɑt	asɛsɑt	compound	acescent|es	0.16666666666666666	0.0	0.0	asɛsɑ̃t	asesɑ̃t	0.14285714285714285	0.2857142857142857
achaine	akɛn	akɛn	aʃɛn	aʃɛn	compound	ach|aine	0.0	0.25	0.25	aʃɛn	aʃɛn	0.25	0.25
achetable	aʃtabl	aʃtabl	aʃtabl	aʃtabl	compound	acheta|ble	0.0	0.0	0.0	aʃtabl	aʃtabl	0.0	0.0
achillée	akile	aʃile	aʃije	aʃije	compound	achi|llé|e	0.2	0.4	0.4	aʃile	aʃije	0.2	0.4
achiléenne	aʃileɛn	aʃileɛn	aʃileɛn	aʃileɛn	compound	achi|lée|nne	0.0	0.0	0.0	aʃileɛn	aʃileɛn	0.0	0.0
acholie	akɔli	akɔli	aʃoli	aʃɔli	compound	ach|olie	0.0	0.4	0.2	aʃɔli	akɔli	0.2	0.0
achondroplasie	akɔdʁɔplazi	akɔdʁɔplazi	aʃɔdʁɔplazi	aʃɔdʁɔplazi	compound	ach|on|dro|pl|asie	0.0	0.09090909090909091	0.09090909090909091	akɔ̃dʁɔplasi	aʃɔ̃dʁɔplazi	0.16666666666666666	0.16666666666666666
achromaticité	akʁɔmatisite	akʁɔmaisite	akʁomatisite	akʁɔmatisite	compound	achromat|ici|té	0.09090909090909091	0.08333333333333333	0.0	akʁɔmatite	akʁɔmatisite	0.2	0.0
achromaticités	akʁɔmatisite	akʁɔmaisite	akʁomatisite	akʁɔmatisite	compound	achromat|ici|tés	0.09090909090909091	0.08333333333333333	0.0	akʁɔmatite	akʁɔmatisite	0.2	0.0
achromatiser	akʁɔmatize	akʁɔmaize	akʁomatize	akʁɔmatize	compound	achromat|iser	0.1111111111111111	0.1	0.0	akʁɔmatize	akʁɔmatize	0.0	0.0
achromatisme	akʁɔmatism	akʁɔmaism	akʁomatism	akʁɔmatism	compound	achromat|isme	0.1111111111111111	0.1	0.0	akʁɔmatism	akʁɔmatism	0.0	0.0
achromatope	akʁɔmatɔp	akʁɔmaʁɔp	akʁomatɔp	akʁɔmatɔp	compound	achromat|ope	0.1111111111111111	0.1111111111111111	0.0	akʁɔmatɔp	akʁɔmatɔp	0.0	0.0
achromatopsie	akʁɔmatɔpsi	akʁɔmatɔpsi	akʁomatɔpsi	akʁɔmatɔpsi	compound	achromat|opsie	0.0	0.09090909090909091	0.0	akʁɔmatɔpsi	akʁɔmatɔpsi	0.0	0.0
achromatopsique	akʁɔmatɔpsik	akʁɔmaɔpsik	akʁomatɔpsik	akʁɔmatɔpsik	compound	achromat|opsi|que	0.09090909090909091	0.08333333333333333	0.0	akʁɔmatɔpsik	akʁɔmatɔpsik	0.0	0.0
achène	akɛn	akɛn	aʃɛn	aʃɛn	compound	[]	0.0	0.25	0.25	aʃɛn	aʃɛn	0.25	0.25
achéen	akeɛ	aken	aʃeɛ	aʃeɛ	compound	ach|éen	0.25	0.25	0.25	aʃɛ̃	aʃeɛ̃	0.75	0.4
achéménide	akemenid	akemenid	aʃemenid	aʃemenid	compound	ach|émé|nide	0.0	0.125	0.125	akemenid	aʃemenid	0.0	0.125
