grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
Feile	faɪlə	ˈfaɪlə	fˈaɪlə	fəiːlə	dict	[]	0.200	0.200	0.600
Feilhalten	faɪlhaltən	ˈfaɪlˌhaltn	fˈaɪlhaltən	faeːlaltən	dict	[]	0.300	0.100	0.300
Feim	faɪm	faɪm	fˈaɪm	faeːm	dict	[]	0.000	0.250	0.500
Feime	faɪmə	ˈfaɪmə	fˈaɪmə	faeːmə	dict	[]	0.200	0.200	0.400
Feimen	faɪmən	ˈfaɪmən	fˈaɪmən	faeːmən	dict	[]	0.167	0.167	0.333
Feind	faɪnt	faɪnt	fˈaɪnt	faɪnt	dict	[]	0.000	0.200	0.000
Feindin	faɪndɪn	ˈfaɪndɪn	fˈaɪndˌiːn	faeːndɪn	dict	[]	0.143	0.571	0.286
Feindschaft	faɪntʃaft	ˈfaɪntʃaft	fˈaɪndʃaft	faeːntstshaft	dict	[]	0.111	0.222	0.667
Feinfühligkeit	faɪnfyːlɪckaɪt	fˈaɪnfˌyːlɪckˌaɪt	fˈaɪnfˌyːlɪckˌaɪt	faeːnfyːlɪkkəiːt	dict	[]	0.214	0.214	0.429
Feingebäck	faɪnɡəbɛk	ˈfaɪnɡəˌbɛk	fˈaɪnɡəbˌɛk	faeːŋeːbɛk	dict	[]	0.222	0.222	0.556
Feinguss	faɪnɡʊs	faɪnɡʊs	fˈaɪnɡˌʊs	faeːngʊss	compound	fein|guss	0.000	0.286	0.571
Feinschmecker	faɪnʃmɛkɐ	ˈfaɪnˌʃmɛkɐ	fˈaɪnʃmˌɛkɜ	faeːnstsmɛkɐ	dict	[]	0.222	0.333	0.556
Feinspitz	faɪnʃpɪts	faɪnʃpɪts	fˈaɪnʃpˌɪts	faeːnspɪts	compound	fein|spitz	0.000	0.222	0.333
Feinsäge	faɪnzɛːɡə	ˈfaɪnˌzɛːɡə	fˈaɪnzˌɛːɡə	faeːnzɛgə	dict	[]	0.222	0.222	0.444
Feitel	faɪtəl	ˈfaɪtəl	fˈaɪtəl	faeːteːl	compound	feite|l	0.167	0.167	0.667
Feld	fɛlt	fɛlt	fˈɛlt	fɛlt	dict	[]	0.000	0.250	0.000
Felder	fɛldɐ	ˈfɛldɐ	fˈɛldɜ	fɛldɐ	dict	[]	0.200	0.400	0.000
Feldes	fɛldəs	ˈfɛldəs	fˈɛldəs	fɛldəs	dict	[]	0.167	0.167	0.000
Feldhase	fɛlthaːzə	ˈfɛltˌhaːzə	fˈɛlthɑːzə	fɛltazə	dict	[]	0.222	0.222	0.222
Feldherr	fɛlthɛʁ	ˈfɛltˌhɛʁ	fˈɛlthɛɾ	fɛltɛʁʁ	dict	[]	0.286	0.286	0.286
Feldjäger	fɛltjɛːɡɐ	ˈfɛltˌjɛːɡɐ	fˈɛldjɛːɡɜ	fɛltjɛgɐ	dict	[]	0.222	0.333	0.222
Feldlerche	fɛltlɛʁcə	ˈfɛltˌlɛʁcə	fˈɛldlɜcə	fɛldlɛʁcə	dict	[]	0.222	0.444	0.111
Feldmarschall	fɛltmaʁʃal	ˈfɛltˌmaʁʃal	fˈɛldmaɾʃˌal	fɛltmaʁʃal	dict	[]	0.200	0.400	0.000
Feldmaus	fɛltmaʊs	ˈfɛltˌmaʊs	fˈɛldmaʊs	fɛltmaʊs	dict	[]	0.250	0.250	0.000
Feldmesser	fɛltmɛsɐ	ˈfɛltˌmɛsɐ	fˈɛldmɛsɜ	fɛltmɛsɐ	dict	[]	0.250	0.375	0.000
Feldmäuse	fɛltmɔɪzə	ˈfɛltmɔɪzə	fˈɛldmɔøzə	fɛltmɔɔʏzə	dict	[]	0.111	0.333	0.222
Felds	fɛlts	fɛlts	fˈɛlts	fɛlts	dict	[]	0.000	0.200	0.000
Feldscher	fɛltʃɐ	ˈfɛltˌʃeːɐ	fˈɛltʃɜ	fɛltʃɐ	dict	[]	0.667	0.333	0.000
Feldscherer	fɛltʃeːʁɐ	ˈfɛltˌʃeːʁɐ	fˈɛltʃərɜ	fɛltʃɐɐ	dict	[]	0.222	0.556	0.333
Feldschlacht	fɛltʃlaxt	ˈfɛltˌʃlaxt	fˈɛltʃlaxt	fɛltstslaxt	dict	[]	0.222	0.111	0.333
Feldschwirl	fɛltʃvɪʁl	fɛltʃvɪʁl	fˈɛltʃvɪɾl	fɛltstsvɪʁl	compound	feld|schwirl	0.000	0.222	0.333
Feldschwirlen	fɛltʃvɪʁlən	fɛltˈʃvɪʁlən	fˈɛltʃvɪɾlən	fɛltstsvɪʁlən	compound	feld|schwirlen	0.091	0.182	0.273
Feldstein	fɛltʃtaɪn	ˈfɛltˌʃtaɪn	fˈɛltʃtaɪn	fɛldstəɪn	dict	[]	0.222	0.111	0.333
Feldwebel	fɛltveːbəl	ˈfɛltˌveːbl	fˈɛldveːbəl	fɛltveːbəl	dict	[]	0.300	0.200	0.000
Feldweg	fɛltveːk	ˈfɛltˌveːk	fˈɛldveːk	fɛltveːk	dict	[]	0.250	0.250	0.000
Feldzeichen	fɛlttsaɪcn	ˈfɛltˌtsaɪcn	fˈɛlttsaɪcən	fɛlttsaeːcən	dict	[]	0.200	0.200	0.300
Feldzug	fɛlttsuːk	ˈfɛltˌtsuːk	fˈɛlttsuːk	fɛlttsuːk	dict	[]	0.222	0.111	0.000
Felge	fɛlɡə	ˈfɛlɡə	fˈɛlɡə	fɛlgə	dict	[]	0.200	0.200	0.200
Felix	feːlɪks	ˈfeːlɪks	fˈeːlɪks	feːliːks	dict	[]	0.143	0.143	0.286
Fell	fɛl	fɛl	fˈɛl	fɛl	dict	[]	0.000	0.333	0.000
Fellache	fɛlaχə	fɛˈlaxə	fˈɛlaxə	fɛllaxə	dict	[]	0.333	0.333	0.333
Fellachin	fɛlaχɪn	fɛˈlaxɪn	fˈɛlaxˌɪn	fɛllaxɪn	dict	[]	0.286	0.429	0.286
Fellatio	fɛlaːtsjo	fɛˈlaːtsio	fˈɛlatˌɪoː	fɛllatsɪoː	dict	[]	0.222	0.556	0.444
Fellchen	fɛlcən	ˈfɛlcən	fˈɛlcən	fɛllcən	dict	[]	0.167	0.167	0.167
Felle	fɛlə	ˈfɛlə	fˈɛlə	fɛlə	dict	[]	0.250	0.250	0.000
Fellen	fɛlən	ˈfɛlən	fˈɛlən	fɛlən	dict	[]	0.200	0.200	0.000
Fellhandschuh	fɛlhantʃuː	fɛlˈhantˌʃuː	fˈɛlhantʃˌuː	fɛllantʃuː	compound	fell|handschuh	0.200	0.200	0.100
Fels	fɛls	fɛls	fˈeːls	fɛls	dict	[]	0.000	0.750	0.000
Felsboden	fɛlsboːdn	fɛlsˈboːdn	fˈɛlsboːdən	fɛlsboːdən	compound	fels|boden	0.111	0.100	0.000
Felsbrocken	fɛlsbʁɔkn	ˈfɛlsˌbʁɔkn	fˈɛlsbɾɔkən	fɛlzbʁɔkən	dict	[]	0.222	0.333	0.222
Felssporn	fɛlsʃpɔʁn	fɛlsʃpɔʁn	fˈɛlspɔɾn	fɛlzspɔʁn	compound	fels|sporn	0.000	0.333	0.222
Felsvorsprung	fɛlsfoːɐʃpʁʊŋ	ˈfɛlsfoːɐˌʃpʁʊŋ	fˈɛlsfoːɾʃpɾˌʊŋ	fɛlsvɔʁspʁʊŋ	dict	[]	0.154	0.308	0.385
Feme	feːmə	ˈfeːmə	fˈeːmə	fəmə	dict	[]	0.200	0.200	0.400
Femininum	feːminiːnʊm	ˈfeːmiˌniːnʊm	fˈeːmiːnˌiːnʊm	fəmiːnɪnuːm	dict	[]	0.182	0.273	0.600
Feminismus	feːminɪsmʊs	femiˈnɪsmʊs	fˌeːmiːnˈɪsmʊs	feːmiːnɪsmʊs	dict	[]	0.182	0.273	0.091
Femizid	femitsiːt	femiˈtsiːt	fˌeːmiːtsˈiːt	fəmiːtsiːt	dict	[]	0.111	0.444	0.222
Femur	feːmʊʁ	ˈfeːmʊʁ	feːmˈuːɾ	fəmuːɐ	dict	[]	0.167	0.667	0.833
Fenchel	fɛncl	ˈfɛncl	fˈɛncəl	fɛnceːl	dict	[]	0.200	0.400	0.400
Fenn	fɛn	fɛn	fˈɛn	fənn	dict	[]	0.000	0.333	0.667
Fennek	fɛnɛk	ˈfɛnɛk	fˈɛneːk	fɛnnək	dict	[]	0.200	0.600	0.400
Fennich	fɛnɪc	fɛnɪc	fˈɛnɪc	fɛnnɪc	compound	fenn|ich	0.000	0.200	0.200
Fenriswolf	fɛnʁɪsvɔlf	ˈfɛnʁɪsˌvɔlf	fˈɛnrɪsvˌɔlf	fɛnʁɪsvɔlf	dict	[]	0.200	0.300	0.000
Fenster	fɛnstɐ	ˈfɛnstɐ	fˈɛnstɜ	fɛnstɐ	dict	[]	0.167	0.333	0.000
Fensterbank	fɛnstɐbaŋk	ˈfɛnstɐˌbaŋk	fˈɛnstɜbˌaŋk	fɛnstɛʁbaŋk	dict	[]	0.200	0.300	0.200
Fensterbrett	fɛnstɐbʁɛt	ˈfɛnstɐˌbʁɛt	fˌɛnstɜbɾˈɛt	fɛnstɛʁbʁkɛt	dict	[]	0.200	0.400	0.300
Fensterglas	fɛnstɐɡlaːs	ˈfɛnstɐˌɡlaːs	fˈɛnstɜɡlˌɑːs	fɛnstɐglaːs	dict	[]	0.182	0.364	0.091
Fensterglase	fɛnstɐɡlaːzə	ˈfɛnstɐˌɡlaːzə	fˈɛnstɜɡlˌɑːzə	fɛnstɛʁglazə	dict	[]	0.167	0.333	0.333
Fensterkitt	fɛnstɐkɪt	ˈfɛnstɐkɪt	fˈɛnstɜkˌɪt	fɛnstɛʁkɪt	compound	fenster|kitt	0.111	0.333	0.222
Fensterplatzes	fɛnstɐplatsəs	ˈfɛnstɐˌplatsəs	fˈɛnstɜplˌatsəs	fɛnstɛʁplatsəs	dict	[]	0.154	0.231	0.154
Fensterplätze	fɛnstɐplɛtsə	ˈfɛnstɐˌplɛtsə	fˈɛnstɜplˌɛtsə	fɛnstɛʁplɛtsə	dict	[]	0.167	0.250	0.167
Fensterraute	fɛnstɐʁaʊtə	ˈfɛnstɐˈʁaʊtə	fˈɛnstɜrˌaʊtə	fɛnstɛʁʁaoːtə	compound	fenster|raute	0.182	0.364	0.364
Fensterscheibe	fɛnstɐʃaɪbə	ˈfɛnstɐˌʃaɪbə	fˈɛnstɜʃˌaɪbə	fɛnstɐʃaɪbə	dict	[]	0.182	0.273	0.000
Fenstersturz	fɛnstərʃtʊrts	ˈfɛnstɐˌʃtʊʁts	fˈɛnstɜstˌ??ts	fɛnstɛʁstʊʁts	dict	[]	0.308	0.538	0.308
Fenstertag	fɛnstɐtaːk	ˈfɛnstɐˌtaːk	fˈɛnstɜtˌɑːk	fɛnstɛʁtak	dict	[]	0.200	0.400	0.300
Fentanyl	fɛntanyːl	fɛntaˈnyːl	fˈɛntanˌyːl	fɛntanyːl	dict	[]	0.111	0.222	0.000
Ferdinand	fɛʁdinant	ˈfɛʁdinant	fˈɛɾdiːnˌant	fɛʁdiːnant	dict	[]	0.111	0.444	0.111
Ferienhaus	feːʁiənhaʊs	ˈfeːʁiənˌhaʊs	fˈeːrɪənhˌaʊs	feːʁiːnaoːs	dict	[]	0.182	0.364	0.364
Ferienhauses	feːʁiənhaʊzəs	ˈfeːʁiənˌhaʊzəs	fˈeːrɪənhˌaʊzəs	feːʁiːnaoːzəs	dict	[]	0.154	0.308	0.308
Ferienhäuschen	feːʁiənhɔɪscən	ˈfeːʁiənˌhɔɪscən	fˈeːrɪənhˌɔøscən	fɐiːnɔɔʏʃən	dict	[]	0.143	0.357	0.571
Ferienhäuser	feːʁiənhɔɪzɐ	ˈfeːʁiənˌhɔɪzɐ	fˈeːrɪənhˌɔøzɜ	feːʁiːnɔɔʏzɐ	dict	[]	0.167	0.500	0.250
Ferkel	fɛrkəl	ˈfɛʁkl	fˈɛɾkəl	fɛɐkl	dict	[]	0.500	0.333	0.333
Ferkelkraut	fɛɐkəlkraʊt	fɛɐkəlkraʊt	fˈɛɾkəlkɾˌaʊt	fɛʁkɛlkʁaoːt	dict	[]	0.000	0.364	0.455
Ferkelkraute	fɛʁklkʁaʊtə	fɛɐkəlkraʊteː	fˈɛɾkəlkɾˌaʊtə	fɛʁkɛlkʁaoːtə	compound	ferkelkraut|e	0.455	0.455	0.273
Ferkelkrautes	fɛʁklkʁaʊtəs	fɛɐkəlkraʊtɛs	fˈɛɾkəlkɾˌaʊtəs	fɛʁkɛlkʁaoːtəs	compound	ferkelkraut|es	0.333	0.417	0.250
Ferkelkrauts	fɛʁklʁaʊts	fɛɐkəlkraʊts	fˈɛɾkəlkɾˌaʊts	fɛʁkɛlkʁaoːts	compound	ferkelkraut|s	0.400	0.600	0.400
Ferkelkräuter	fɛʁklkʁɔɪtɐ	ˈfɛʁklˈkʁɔɪtɐ	fˈɛɾkəlkɾˌɔøtɜ	fɛʁkɛlkʁɔɔʏtɐ	compound	ferkel|kräuter	0.182	0.636	0.273
Ferkelkräutern	fɛʁklkʁɔɪtɐn	ˈfɛʁklˈkʁɔɪtɐn	fˈɛɾkəlkɾˌɔøtɜn	fɛʁkɛlkʁɔɔʏtɛʁn	compound	ferkel|kräutern	0.167	0.583	0.417
Ferne	fɛʁnə	ˈfɛʁnə	fˈɛɾnə	fɛʁnə	dict	[]	0.200	0.400	0.000
Ferngespräch	fɛʁnɡəʃpʁɛːc	ˈfɛʁnɡəˌʃpʁɛːc	fˈɛɾŋɛʃpɾˌɛc	fɛʁngəʃpʁɛc	dict	[]	0.167	0.667	0.167
Fernglas	fɛʁnɡlaːs	ˈfɛʁnˌɡlaːs	fˈɛɾŋlɑːs	fɛʁnglaːs	dict	[]	0.222	0.556	0.111
Fernrohr	fɛʁnʁoːɐ	ˈfɛʁnˌʁoːɐ	fˈɛɾnroːɾ	fɛʁnʁoːʁ	dict	[]	0.250	0.500	0.125
Fernschreiber	fɛʁnʃʁaɪbɐ	ˈfɛʁnˌʃʁaɪbɐ	fˈɛɾnʃraɪbɜ	fɛʁnʃʁaeːbɐ	dict	[]	0.200	0.400	0.200
Fernsehapparat	fɛʁnzeːapaʁaːt	ˈfɛʁnzeːʔapaˌʁaːt	fˌɛɾnzeːˌaparˈɑːt	fɛʁnzeːapaʁaːt	dict	[]	0.214	0.429	0.000
Fernsehen	fɛʁnzeːən	ˈfɛʁnˌzeːən	fˈɛɾnzeːən	fɛʁnzeːən	dict	[]	0.222	0.222	0.000
Fernseher	fɛʁnzeːɐ	ˈfɛʁnˌzeːɐ	fˈɛɾnzeːɜ	fɛʁnzeːɐ	dict	[]	0.250	0.375	0.000
Fernsehgerät	fɛʁnzeːɡəʁɛːt	ˈfɛʁnzeːɡəˌʁɛːt	fˈɛɾnzeːɡərˌɛːt	fɛʁnzeːgeːʁɛt	dict	[]	0.154	0.308	0.308
Fernsehprogramm	fɛʁnzeːpʁoɡʁam	ˈfɛʁnzeːpʁoˌɡʁam	fˌɛɾnzeːpɾɔɡɾˈam	fɛʁnzeːpʁɔgʁamm	dict	[]	0.143	0.429	0.214
Fernsehsender	fɛʁnzeːzɛndɐ	ˈfɛʁnzeːˌzɛndɐ	fˈɛɾnzeːzəndɜ	fɛʁnzeːzɛndɐ	dict	[]	0.167	0.333	0.000
Fernsehserie	fɛʁnzeːzeːʁiə	ˈfɛʁnzeːˌzeːʁiə	fˌɛɾnzeːzeːrˈiː	fɛʁnzeːzɐiːjə	dict	[]	0.154	0.385	0.308
Fernsprechapparat	fɛʁnʃpʁɛcʔapaʁaːt	ˈfɛʁnʃpʁɛcʔapaˌʁaːt	fˌɛɾnʃpɾɛcˌaparˈɑːt	fɛʁnʃpʁɛcappaʁat	dict	[]	0.118	0.412	0.176
Fernuniversität	fɛʁnʔunivɛʁzitɛːt	ˈfɛʁnʔunivɛʁziˌtɛːt	fɛɾnˌuːniːvˌɛɾziːtˈɛːt	fɛʁnʔʊnʔiːvɛʁziːtɛːt	dict	[]	0.118	0.471	0.235
Fernunterricht	fɛʁnʊntɐʁɪct	ˈfɛʁnʔʊntɐˌʁɪct	fˈɛɾnʊntɜrˌɪct	fɛʁnʔʊntɛʁʁɪct	dict	[]	0.250	0.417	0.250
Fernweh	fɛʁnveː	ˈfɛʁnˌveː	fˈɛɾnveː	fɛʁnveː	dict	[]	0.286	0.286	0.000
Fernwärme	fɛʁnvɛʁmə	ˈfɛʁnˌvɛʁmə	fˈɛɾnvɛɾmə	fɛʁnvɛʁmə	dict	[]	0.222	0.333	0.000
Ferse	fɛɐzə	ˈfɛʁzə	fˈɛɾzə	fɛɐzə	dict	[]	0.400	0.400	0.000
Fersen	fɛʁzən	ˈfɛʁzn	fˈɛɾzən	fɛʁzən	dict	[]	0.333	0.333	0.000
Fertigen	fɛʁtɪɡn	ˈfɛʁtɪɡn	fˈɛɾtɪɡən	fɛʁtɪgən	dict	[]	0.143	0.429	0.286
Fertighaus	fɛʁtɪchaʊs	ˈfɛʁtɪcˌhaʊs	fˈɛɾtɪchˌaʊs	fɛʁtɪkaoːs	dict	[]	0.200	0.300	0.300
Fertighause	fɛʁtɪchaʊzə	ˈfɛʁtɪcˌhaʊzə	fˈɛɾtɪchˌaʊzə	fɛʁtɪcaoːzə	dict	[]	0.182	0.273	0.273
Fes	feːs	feːs	fˈeːs	fəs	dict	[]	0.000	0.250	0.333
Fessel	fɛsl	ˈfɛsl	fˈɛsəl	fɛszeːl	dict	[]	0.250	0.500	0.750
Fest	fɛst	fɛst	fˈɛst	fɛst	dict	[]	0.000	0.250	0.000
Feste	fɛstə	ˈfɛstə	fˈɛstə	fɛstə	dict	[]	0.200	0.200	0.000
Festessen	fɛstʔɛsn	ˈfɛstˌʔɛsn	fˈɛstˌɛsən	fɛstɛszən	dict	[]	0.250	0.375	0.375
Festhalten	fɛsthaltən	ˈfɛstˌhaltn	fˈɛsthˌaltən	fɛsthaltən	dict	[]	0.300	0.200	0.000
Festland	fɛstlant	ˈfɛstˌlant	fˈɛstlˌant	fɛstlant	dict	[]	0.250	0.250	0.000
Festlichkeit	fɛstlɪckaɪt	ˈfɛstlɪckaɪt	fˈɛstlɪckˌaɪt	fɛstlɪckəiːt	dict	[]	0.091	0.182	0.273
Festmahl	fɛstmaːl	ˈfɛstˌmaːl	fˈɛstmˌɑːl	fɛstmaːl	dict	[]	0.250	0.375	0.000
Festnetz	fɛstnɛts	ˈfɛstˌnɛts	fˈɛstnˌɛts	fɛstnɛts	dict	[]	0.250	0.250	0.000
Festnetze	fɛstnɛtsə	ˈfɛstˌnɛtsə	fˈɛstnˌɛtsə	fɛstnɛtsə	dict	[]	0.222	0.222	0.000
Festnetztelefonen	fɛstnɛtsteːləfoːnən	ˈfɛstˌnɛtsˈteːləfoːnən	fˈɛstnˌɛtstəleːfˌoːnən	fɛstnɛtsteːleːfoːnən	compound	festnetz|telefonen	0.158	0.368	0.105
Festplatte	fɛstplatə	ˈfɛstˌplatə	fˈɛstplˌatə	fɛstplatə	dict	[]	0.222	0.222	0.000
Festplattenlaufwerk	fɛstplatnlaʊfvɛrk	ˈfɛstˌplatnˈlaʊfˌvɛʁk	fˈɛstplˌatənlˌaʊfvɛɾk	fɛstplatɛnlaoːfvɛʁk	compound	festplatten|laufwerk	0.294	0.294	0.235
Festschmaus	fɛstʃmaʊs	ˈfɛstˌʃmaʊs	fˈɛstʃmˌaʊs	fɛstʃmaoːs	dict	[]	0.222	0.222	0.222
Festschrift	fɛstʃʁɪft	ˈfɛstˌʃʁɪft	fˈɛstʃrˌɪft	fɛstʃʁɪft	dict	[]	0.222	0.333	0.000
Feststellung	fɛstʃtɛlʊŋ	ˈfɛstʃtɛlʊŋ	fˈɛstʃtˌɛlʊŋ	fɛstʃtɛlʊŋ	dict	[]	0.100	0.200	0.000
Festtag	fɛsttaːk	ˈfɛstˌtaːk	fˈɛsttˌɑːk	fɛsttak	dict	[]	0.250	0.375	0.125
Festung	fɛstʊŋ	ˈfɛstʊŋ	fˈɛstˌʊŋ	fɛstʊŋ	dict	[]	0.167	0.333	0.000
Feta	feːta	ˈfeːta	fˈeːtɑː	fəta	dict	[]	0.200	0.600	0.400
Fete	feːtə	ˈfeːtə	fˈeːtə	fətə	dict	[]	0.200	0.200	0.400
Feti	feːti	feːtiː	fˈeːtiː	fətiː	compound	fet|i	0.200	0.400	0.600
Fetisch	feːtɪʃ	ˈfeːtɪʃ	fˈeːtɪʃ	feːtɪʃ	dict	[]	0.167	0.167	0.000
Fett	fɛt	fɛt	fˈɛt	fɛt	dict	[]	0.000	0.333	0.000
Fettabsaugung	fɛtʔapzaʊɡʊŋ	ˈfɛtʔapˌzaʊɡʊŋ	fˈɛtabzˌaʊɡʊŋ	fɛtapzaoːgʊŋ	dict	[]	0.167	0.333	0.333
Fettarsch	fɛtʔarʃ	ˈfɛtˌʔaːɐʃ	fˈɛtaɾʃ	fɛtaʁʃ	dict	[]	0.571	0.429	0.286
Fettdonnerstag	fɛtdɔnɐstaːk	fɛtˈdɔnɐsˌtaːk	fˈɛtdɔnɜstˌɑːk	fɛtdɔnnɛʁstak	compound	fett|donnerstag	0.167	0.333	0.333
Fettdonnerstage	fɛtdɔnɐstaːɡə	fɛtˈdɔnɐstaːɡə	fˈɛtdɔnɜstˌɑːɡə	fɛtdɔnnɛʁstagə	compound	fett|donnerstage	0.077	0.308	0.385
Fettdonnerstages	fɛtdɔnɐstaːɡəs	fɛtˈdɔnɐstaːɡəs	fˈɛtdɔnɜstˌɑːɡəs	fɛtdɔnnɛʁstagəs	compound	fett|donnerstages	0.071	0.286	0.357
Fettdonnerstags	fɛtdɔnɐstaːks	fɛtˈdɔnɐstaːks	fˈɛtdɔnɜstˌɑːks	fɛtdɔnnɛʁstaks	compound	fett|donnerstags	0.077	0.308	0.308
Fetti	fɛti	ˈfɛti	fˈɛtiː	fɛtiː	all_lang	[]	0.250	0.500	0.250
Fettigkeit	fɛtɪckaɪt	fɛtɪckaɪt	fˈɛtɪckˌaɪt	fkɛtɪkkəiːt	dict	[]	0.000	0.222	0.556
Fettleber	fɛtleːbɐ	ˈfɛtˌleːbɐ	fˈɛtleːbɜ	fkɛtleːbɐ	dict	[]	0.250	0.250	0.125
Fettleibigkeit	fɛtlaɪbɪckaɪt	ˈfɛtˌlaɪbɪkaɪt	fˈɛtlaɪbˌɪckaɪt	fkɛtlaeːbɪkkəiːt	dict	[]	0.231	0.154	0.538
Fettnäpfchen	fɛtnɛpfcən	ˈfɛtˌnɛpfcən	fˈɛtnɛpfcən	fɛttnɛpfcən	dict	[]	0.200	0.100	0.100
Fettsucht	fɛtzʊxt	ˈfɛtˌzʊxt	fˈɛtzuːxt	fɛttzʊxt	dict	[]	0.286	0.429	0.143
Fettsäure	fɛtzɔʏʁə	ˈfɛtˌzɔɪʁə	fˈɛtzɔørə	fɛttzɔɔʏʁə	dict	[]	0.375	0.375	0.250
Fettwanst	fɛtvanst	ˈfɛtˌvanst	fˈɛtvanst	fɛttvanst	dict	[]	0.250	0.125	0.125
Fetus	feːtʊs	ˈfeːtʊs	fˈeːtʊs	fətuːs	dict	[]	0.167	0.167	0.667
Feuchtigkeit	fɔʏctɪckaɪt	ˈfɔɪctɪkaɪt	fˈɔøctɪckˌaɪt	fɔʏctɪckaɪt	dict	[]	0.273	0.273	0.000
Feudel	fɔɪdl	ˈfɔɪdl	fˈɔødəl	fɔɔʏdeːl	dict	[]	0.200	0.600	0.800
Feuer	fɔʏər	ˈfɔɪɐ	fˈɔøɜ	fɔʏəʁ	dict	[]	0.800	0.800	0.200
Feuerballe	fɔɪɐbalə	ˈfɔɪɐˌbalə	fˈɔøɜbˌalə	fɔɔʏʔɛːɐballə	dict	[]	0.250	0.500	0.750
Feuerbestattung	fɔɪɐbəʃtatʊŋ	ˈfɔɪɐbəˌʃtatʊŋ	fˈɔøɜbˌɛstatˌʊŋ	fɔɔʏɐbɛstatʊŋ	dict	[]	0.167	0.583	0.333
Feuerbohne	fɔɪɐboːnə	ˈfɔɪɐˈboːnə	fˈɔøɜbˌoːnə	fɔɔʏɐboːnə	compound	feuer|bohne	0.222	0.444	0.222
Feuerbohnen	fɔɪɐboːnən	ˈfɔɪɐˈboːnən	fˈɔøɜbˌoːnən	fɔɔʏɐboːnən	compound	feuer|bohnen	0.200	0.400	0.200
Feuerbrand	fɔʏərbʁant	fɔʏərbʁant	fˈɔøɜbɾˌant	fɔɔʏɐbʁant	dict	[]	0.000	0.600	0.300
Feuerbälle	fɔɪɐbɛlə	ˈfɔɪɐˌbɛlə	fˈɔøɜbˌɛlə	fɔɔʏʔɛːɐbɛllə	dict	[]	0.250	0.500	0.750
Feuerfisch	fɔɪɐfɪʃ	ˈfɔɪɐfɪʃ	fˈɔøɜfˌɪʃ	fɔɔʏɐfɪʃ	compound	feuer|fisch	0.143	0.571	0.286
Feuerfische	fɔɪɐfɪʃə	ˈfɔɪɐˈfɪʃə	fˈɔøɜfˌɪʃə	fɔɔʏɐfɪʃə	compound	feuer|fische	0.250	0.500	0.250
Feuerfisches	fɔɪɐfɪʃəs	ˈfɔɪɐˈfɪʃəs	fˈɔøɜfˌɪʃəs	fɔɔʏɐfɪʃəs	compound	feuer|fisches	0.222	0.444	0.222
Feuerhalle	fɔʏɐhalə	ˈfɔɪɐˌhalə	fˈɔøɜhˌalə	fɔɔʏɐhallə	dict	[]	0.375	0.500	0.250
Feuerholz	fɔɪɐhɔlts	ˈfɔɪɐˌhɔlts	fˈɔøɜhˌɔlts	fɔɔʏɐhɔlts	dict	[]	0.222	0.444	0.222
Feuerholze	fɔɪɐhɔltsə	ˈfɔɪɐˌhɔltsə	fˈɔøɜhˌɔltsə	fɔɔʏɐhɔltsə	dict	[]	0.200	0.400	0.200
Feuerkäfer	fɔɪɐkɛːfɐ	ˈfɔɪɐˈkɛːfɐ	fˈɔøɜkˌɛːfɜ	fɔɔʏɐkɛfɐ	compound	feuer|käfer	0.222	0.556	0.333
Feuerland	fɔʏɐlant	ˈfɔɪɐˌlant	fˈɔøɜlˌant	fɔɔʏɐlant	dict	[]	0.375	0.500	0.125
Feuerleiter	fɔɪɐlaɪtɐ	ˈfɔɪɐˌlaɪtɐ	fˈɔøɜlˌaɪtɜ	fɔɔʏɐlaeːtɐ	dict	[]	0.222	0.556	0.444
Feuerleitern	fɔɪɐlaɪtɐn	ˈfɔɪɐˌlaɪtɐn	fˈɔøɜlˌaɪtɜn	fɔɔʏɐlaeːtɛʁn	dict	[]	0.200	0.500	0.600
Feuerlöscher	fɔɪɐlœʃɐ	ˈfɔɪɐˌlœʃɐ	fˈɔøɜlˌœʃɜ	fɔɔʏɐlœʃɐ	dict	[]	0.250	0.625	0.250
Feuermauer	fɔɪɐmaʊɐ	ˈfɔɪɐˌmaʊɐ	fˈɔøɜmˌaʊɜ	fɔɔʏɐmaoːɐ	dict	[]	0.250	0.625	0.500
Feuerofen	fɔɪɐʔoːfn	ˈfɔɪɐˌʔoːfn	fˈɔøərˌoːfən	fɔɔʏeːʁoːfən	dict	[]	0.222	0.667	0.667
Feuerprobe	fɔɪɐpʁoːbə	ˈfɔɪɐˌpʁoːbə	fˈɔøɜpɾˌoːbə	fɔɔʏɐpʁoːbə	dict	[]	0.200	0.500	0.200
Feuers	fɔɪɐs	ˈfɔɪɐs	fˈɔøɜs	fɔɔʏɐs	dict	[]	0.200	0.600	0.400
Feuersbrunst	fɔɪɐsbʁʊnst	ˈfɔɪɐsˌbʁʊnst	fˈɔøɜsbɾˌʊnst	fɔɔʏɐzbʁʊnst	dict	[]	0.182	0.455	0.273
Feuerschiff	fɔɪɐʃɪf	ˈfɔɪɐˌʃɪf	fˈɔøɜʃˌɪf	fɔɔʏɐʃɪff	dict	[]	0.286	0.571	0.429
