grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
aberrerait	abɛʁəʁɛ	abɛʁəʁɛ	abɛʁʁˈɛ	abɛʁəʁɛ	compound	ab|errerait	0.000	0.286	0.000
aberreras	abɛʁəʁa	abɛʁəʁa	abɛʁʁˈa	abɛʁəʁa	all_lang	[]	0.000	0.286	0.000
aberrerez	abɛʁəʁe	abɛʁəʁe	abɛʁʁˈe	abɛʁəʁe	all_lang	[]	0.000	0.286	0.000
aberreriez	abɛʁəʁje	abɛʁəʁje	abɛʁəʁjˈe	abɛʁəʁje	compound	ab|erreriez	0.000	0.125	0.000
aberrerions	abɛʁəʁjɔ	abɛʁəʁjɔ	abɛʁəʁjˈɔ	abɛʁəʁjɔ	compound	ab|errerions	0.000	0.125	0.000
aberrerons	abɛʁəʁɔ	abɛʁəʁɔ	abɛʁʁˈɔ	abɛʁəʁɔ	compound	ab|errerons	0.000	0.286	0.000
aberreront	abɛʁəʁɔ	abɛʁəʁɔ	abɛʁʁˈɔ	abɛʁəʁɔ	compound	ab|erreront	0.000	0.286	0.000
aberres	abɛʁ	abɛʁ	abˈɛʁ	abɛʁ	compound	ab|erres	0.000	0.250	0.000
aberrez	abɛʁe	abɛʁe	abɛʁˈe	abɛʁe	compound	ab|errez	0.000	0.200	0.000
aberriez	abɛʁje	abɛʁje	abɛʁjˈe	abɛʁje	compound	ab|erriez	0.000	0.167	0.000
aberrions	abɛʁjɔ	abɛʁjɔ	abɛʁjˈɔ	abɛʁjɔ	compound	ab|errions	0.000	0.167	0.000
aberrons	abɛʁɔ	abɛʁɔ	abɛʁˈɔ	abɛʁɔ	compound	ab|errons	0.000	0.200	0.000
aberrâmes	abɛʁam	abɛʁam	abɛʁˈaːm	abɛʁam	compound	ab|errâmes	0.000	0.333	0.000
aberrât	abɛʁa	abɛʁa	abɛʁˈaː	abɛʁa	compound	ab|errât	0.000	0.400	0.000
aberrâtes	abɛʁat	abɛʁat	abɛʁˈaːt	abɛʁat	compound	ab|errâtes	0.000	0.333	0.000
aberrèrent	abɛʁɛʁ	abɛʁɛʁ	abɛʁˈɛʁ	abɛʁɛʁ	compound	ab|errèrent	0.000	0.167	0.000
aberré	abeʁe	abeiʁe	abɛʁˈe	abɛʁe	compound	abe|rré	0.200	0.200	0.000
abessif	abesif	abesif	abɛsˈif	abɛsif	compound	ab|essif	0.000	0.167	0.000
abeurver	abœʁve	abœʁve	abœʁvˈe	abœʁve	dict	[]	0.000	0.167	0.000
abhorrable	abɔʁabl	abɔʁabl	aboʁˈabl	abɔʁabl	compound	abhorra|ble	0.000	0.286	0.000
abhorrables	abɔʁabl	abɔʁabl	aboʁˈabl	abɔʁabl	compound	abhorra|bles	0.000	0.286	0.000
abhorrer	abɔʁe	abɔʁe	aboʁˈe	abɔʁe	dict	[]	0.000	0.400	0.000
abidjanais	abidʒanɛ	abidʒanɛ	abidʒanˈɛ	abidʒanɛ	compound	abi|dj|anais	0.000	0.125	0.000
abies	abjɛs	abiɛ	abˈi	abi	compound	abi|es	0.400	0.600	0.600
abigeat	abiʒea	abiʒea	abiʒˈa	abiʒa	compound	abi|geat	0.000	0.167	0.167
abigéat	abiʒea	abiʒea	abiʒeˈa	abiʒea	compound	abi|gé|at	0.000	0.167	0.000
abime	abim	abim	abˈim	abim	compound	abi|me	0.000	0.250	0.000
abiétacée	abjetase	abjetase	abjetasˈe	abjetase	dict	[]	0.000	0.125	0.000
abiétaie	abjetɛ	abjetɛ	abjetˈɛ	abjetɛ	dict	[]	0.000	0.167	0.000
abiétinée	abjetine	abjetine	abjetinˈe	abjetine	dict	[]	0.000	0.125	0.000
abject	abʒɛkt	abʒɛkt	abʒˈɛkt	abʒɛkt	dict	[]	0.000	0.167	0.000
abjection	abʒɛksjɔ	abʒɛksjɔ	abʒɛksjˈɔ	abʒɛksjɔ	dict	[]	0.000	0.125	0.000
abjurateur	abʒyʁatœʁ	abʒyʁatœʁ	abʒyʁatˈœʁ	abʒyʁatœʁ	compound	abjura|teur	0.000	0.111	0.000
abjuration	abʒyʁasjɔ	abʒyʁasjɔ	abʒyʁasjˈɔ	abʒyʁasjɔ	dict	[]	0.000	0.111	0.000
abjuratoire	abʒyʁatwaʁ	abʒyʁatwaʁ	abʒyʁatwˈaʁ	abʒyʁatwaʁ	compound	abjura|toire	0.000	0.100	0.000
abjure	abʒyʁ	abʒyʁ	abʒˈyʁ	abʒyʁ	dict	[]	0.000	0.200	0.000
abjurer	abʒyʁe	abʒyʁe	abʒyʁˈe	abʒyʁe	dict	[]	0.000	0.167	0.000
abkhaze	abkaz	abkaz	abkˈaz	abkaz	compound	ab|kha|ze	0.000	0.200	0.000
abkhazien	abkazjɛ	abkazjɛ	abkazjˈɛ	abkazjɛ	dict	[]	0.000	0.143	0.000
ablater	ablate	ablate	ablatˈe	ablate	dict	[]	0.000	0.167	0.000
ablatif	ablatif	ablatif	ablatˈif	ablatif	dict	[]	0.000	0.143	0.000
ablative	ablativ	ablativ	ablatˈiv	ablativ	dict	[]	0.000	0.143	0.000
ableret	abləʁɛ	abləʁɛ	abləʁˈɛ	abləʁɛ	all_lang	[]	0.000	0.167	0.000
ablette	ablɛt	ablɛt	ablˈɛt	ablɛt	dict	[]	0.000	0.200	0.000
ablier	ablije	ablije	abliˈe	ablije	dict	[]	0.000	0.167	0.000
ablution	ablysjɔ	ablysjɔ	ablysjˈɔ	ablysjɔ	dict	[]	0.000	0.143	0.000
ablutionner	ablysjɔne	ablysjɔne	ablysjɔnˈe	ablysjɔne	compound	ablution|ner	0.000	0.111	0.000
abnégation	abneɡasjɔ	abnegasjɔ	abneɡasjˈɔ	abneɡasjɔ	dict	[]	0.111	0.111	0.000
aboi	abwa	abwa	abwˈa	abwa	dict	[]	0.000	0.250	0.000
aboiement	abwamɑ	abwamɑ	abwamˈɑ	abwamɑ	dict	[]	0.000	0.167	0.000
aboiteau	abweto	abweto	abwatˈo	abwato	dict	[]	0.000	0.167	0.000
aboli	abɔli	abɔli	abolˈi	abɔli	dict	[]	0.000	0.400	0.000
abolir	abɔliʁ	abɔliʁ	abolˈiʁ	abɔliʁ	dict	[]	0.000	0.333	0.000
abolissable	abɔlisabl	abɔlisabl	abolisˈabl	abɔlisabl	compound	abolis|sable	0.000	0.222	0.000
abolissables	abɔlisabl	abɔlisabl	abolisˈabl	abɔlisabl	compound	abolis|sables	0.000	0.222	0.000
abolitif	abɔlitif	abɔlitif	abolitˈif	abɔlitif	dict	[]	0.000	0.250	0.000
abolition	abɔlisjɔ	abɔlisjɔ	abolisjˈɔ	abɔlisjɔ	dict	[]	0.000	0.250	0.000
abolitionnisme	abɔlisjɔnism	abɔlisjɔnism	abolisjɔnˈism	abɔlisjɔnism	dict	[]	0.000	0.167	0.000
abolitionnismes	abɔlisjɔnism	abɔlisjɔnism	abolisjɔnˈism	abɔlisjɔnism	dict	[]	0.000	0.167	0.000
abolitionniste	abɔlisjɔnist	abɔlisjɔnist	abolisjɔnˈist	abɔlisjɔnist	dict	[]	0.000	0.167	0.000
abomiffreuse	abɔmifʁøz	abɔmifʁøz	abomifʁˈøz	abɔmifʁøz	compound	abo|mi|ff|reuse	0.000	0.222	0.000
abomina	abɔmina	abɔmina	abominˈa	abɔmina	compound	abo|mina	0.000	0.286	0.000
abominable	abɔminabl	abɔminabl	abominˈabl	abɔminabl	dict	[]	0.000	0.222	0.000
abominables	abɔminabl	abɔminabl	abominˈabl	abɔminabl	dict	[]	0.000	0.222	0.000
abominai	abɔmine	abɔminɛ	abominˈe	abɔminɛ	compound	abo|minai	0.143	0.286	0.143
abominaient	abɔminɛ	abɔminɛ	abominˈɛ	abɔminɛ	compound	abo|minaient	0.000	0.286	0.000
abominais	abɔminɛ	abɔminɛ	abominˈɛ	abɔminɛ	compound	abo|minais	0.000	0.286	0.000
abominait	abɔminɛ	abɔminɛ	abominˈɛ	abɔminɛ	compound	abo|minait	0.000	0.286	0.000
abominant	abɔminɑ	abɔminɑ	abominˈɑ	abɔminɑ	compound	abo|minant	0.000	0.286	0.000
abominas	abɔmina	abɔmina	abominˈa	abɔmina	compound	abo|minas	0.000	0.286	0.000
abominasse	abɔminas	abɔminas	abominˈas	abɔminas	compound	abo|minasse	0.000	0.250	0.000
abominassent	abɔminas	abɔminas	abominˈas	abɔminas	compound	abo|minassent	0.000	0.250	0.000
abominasses	abɔminas	abɔminas	abominˈas	abɔminas	compound	abo|minasses	0.000	0.250	0.000
abominassiez	abɔminasje	abɔminasje	abominasjˈe	abɔminasje	compound	abo|minassiez	0.000	0.200	0.000
abominassions	abɔminasjɔ	abɔminasjɔ	abominasjˈɔ	abɔminasjɔ	compound	abo|minassions	0.000	0.200	0.000
abomination	abɔminasjɔ	abɔminasjɔ	abominasjˈɔ	abɔminasjɔ	dict	[]	0.000	0.200	0.000
abomine	abɔmin	abɔmin	abomˈin	abɔmin	compound	abo|mine	0.000	0.333	0.000
abominent	abɔmin	abɔmin	abomˈin	abɔmin	compound	abo|minent	0.000	0.333	0.000
abominer	abɔmine	abɔmine	abominˈe	abɔmine	compound	abo|miner	0.000	0.286	0.000
abominera	abɔminʁa	abɔminəʁa	abominʁˈa	abɔminəʁa	compound	abo|minera	0.125	0.250	0.125
abominerai	abɔminʁe	abɔminʁe	abominʁˈe	abɔminəʁe	dict	[]	0.000	0.250	0.125
abomineraient	abɔminʁɛ	abɔminʁe	abominʁˈɛ	abɔminəʁɛ	compound	abominerai|ent	0.125	0.250	0.125
abominerais	abɔminʁɛ	abɔminʁe	abominʁˈɛ	abɔminəʁɛ	compound	abominerai|s	0.125	0.250	0.125
abominerait	abɔminʁɛ	abɔminʁet	abominʁˈɛ	abɔminəʁɛ	compound	abominerai|t	0.250	0.250	0.125
abomineras	abɔminʁa	abɔminəʁa	abominʁˈa	abɔminəʁa	compound	abo|mineras	0.125	0.250	0.125
abominerez	abɔminʁe	abɔminəʁe	abominʁˈe	abɔminəʁe	compound	abo|minerez	0.125	0.250	0.125
abomineriez	abɔminəʁje	abɔminəʁje	abominəʁjˈe	abɔminʁje	compound	abo|mineriez	0.000	0.200	0.100
abominerions	abɔminəʁjɔ	abɔminəʁjɔ	abominəʁjˈɔ	abɔminʁjɔ	compound	abo|minerions	0.000	0.200	0.100
abominerons	abɔminʁɔ	abɔminəʁɔ	abominʁˈɔ	abɔminəʁɔ	compound	abo|minerons	0.125	0.250	0.125
abomineront	abɔminʁɔ	abɔminəʁɔ	abominʁˈɔ	abɔminəʁɔ	compound	abo|mineront	0.125	0.250	0.125
abomines	abɔmin	abɔmin	abomˈin	abɔmin	compound	abo|mines	0.000	0.333	0.000
abominez	abɔmine	abɔmine	abominˈe	abɔmine	compound	abo|minez	0.000	0.286	0.000
abominiez	abɔminje	abɔminje	abominjˈe	abɔminje	compound	abo|miniez	0.000	0.250	0.000
abominions	abɔminjɔ	abɔminjɔ	abominjˈɔ	abɔminjɔ	compound	abo|minions	0.000	0.250	0.000
abominons	abɔminɔ	abɔminɔ	abominˈɔ	abɔminɔ	compound	abo|minons	0.000	0.286	0.000
abominâmes	abɔminam	abɔminam	abominˈaːm	abɔminam	compound	abo|minâmes	0.000	0.375	0.000
abominât	abɔmina	abɔmina	abominˈaː	abɔmina	compound	abo|minât	0.000	0.429	0.000
abominâtes	abɔminat	abɔminat	abominˈaːt	abɔminat	compound	abo|minâtes	0.000	0.375	0.000
abominèrent	abɔminɛʁ	abɔminɛʁ	abominˈɛʁ	abɔminɛʁ	compound	abo|minèrent	0.000	0.250	0.000
abominé	abɔmine	abɔmine	abominˈe	abɔmine	compound	abo|miné	0.000	0.286	0.000
abondamment	abɔdamɑ	abɔdamɑ	abɔdamˈɑ	abɔdamɑ	dict	[]	0.000	0.143	0.000
abondance	abɔdɑs	abɔdɑs	abɔdˈɑs	abɔdɑs	dict	[]	0.000	0.167	0.000
abondant	abɔdɑ	abɔdɑ	abɔdˈɑ	abɔdɑ	dict	[]	0.000	0.200	0.000
abondement	abɔdmɑ	abɔdmɑ	abɔdmˈɑ	abɔdmɑ	dict	[]	0.000	0.167	0.000
abonder	abɔde	abɔde	abɔdˈe	abɔde	dict	[]	0.000	0.200	0.000
abonnement	abɔnmɑ	abɔnmɑ	abɔnmˈɑ	abɔnəmɑ	dict	[]	0.000	0.167	0.167
abonner	abɔne	abɔne	abɔnˈe	abɔne	dict	[]	0.000	0.200	0.000
abonni	abɔni	abɔn	abɔnˈi	abɔni	dict	[]	0.200	0.200	0.000
abonnir	abɔniʁ	abɔniʁ	abɔnˈiʁ	abɔniʁ	dict	[]	0.000	0.167	0.000
abonnira	abɔniʁa	abɔniʁa	abɔniʁˈa	abɔniʁa	dict	[]	0.000	0.143	0.000
abonnirai	abɔniʁe	abɔniʁe	abɔniʁˈe	abɔniʁɛ	dict	[]	0.000	0.143	0.143
abonniraient	abɔniʁɛ	abɔniʁɛ	abɔniʁˈɛ	abɔniʁɛ	dict	[]	0.000	0.143	0.000
abonnirais	abɔniʁɛ	abɔniʁɛ	abɔniʁˈɛ	abɔniʁɛ	dict	[]	0.000	0.143	0.000
abonnirait	abɔniʁɛ	abɔniʁɛ	abɔniʁˈɛ	abɔniʁɛ	dict	[]	0.000	0.143	0.000
abonniras	abɔniʁɑ	abɔniʁɑ	abɔniʁˈa	abɔniʁa	dict	[]	0.000	0.143	0.000
abonnirent	abɔniʁ	abɔniʁ	abɔnˈiʁ	abɔniʁ	dict	[]	0.000	0.167	0.000
abonnirez	abɔniʁe	abɔniʁe	abɔniʁˈe	abɔniʁe	dict	[]	0.000	0.143	0.000
abonniriez	abɔniʁje	abɔniʁje	abɔniʁjˈe	abɔniʁje	dict	[]	0.000	0.125	0.000
abonnirions	abɔniʁjɔ	abɔniʁjɔ	abɔniʁjˈɔ	abɔniʁjɔ	dict	[]	0.000	0.125	0.000
abonnirons	abɔniʁɔ	abɔniʁɔ	abɔniʁˈɔ	abɔniʁɔ	dict	[]	0.000	0.143	0.000
abonniront	abɔniʁɔ	abɔniʁɔ	abɔniʁˈɔ	abɔniʁɔ	dict	[]	0.000	0.143	0.000
abonnis	abɔni	abɔni	abɔnˈi	abɔni	dict	[]	0.000	0.200	0.000
abonnissaient	abɔnisɛ	abɔnisɛ	abɔnisˈɛ	abɔnisɛ	dict	[]	0.000	0.143	0.000
abonnissais	abɔnisɛ	abɔnisɛ	abɔnisˈɛ	abɔnisɛ	dict	[]	0.000	0.143	0.000
abonnissait	abɔnisɛ	abɔnisɛ	abɔnisˈɛ	abɔnisɛ	dict	[]	0.000	0.143	0.000
abonnissant	abɔnisɑ	abɔnisɑ	abɔnisˈɑ	abɔnisɑ	compound	abonnis|sant	0.000	0.143	0.000
abonnisse	abɔnis	abɔnis	abɔnˈis	abɔnis	dict	[]	0.000	0.167	0.000
abonnissement	abɔnismɑ	abɔnismɑ	abɔnismˈɑ	abɔnismɑ	compound	abonnisse|ment	0.000	0.125	0.000
abonnissent	abɔnis	abɔnis	abɔnˈis	abɔnis	dict	[]	0.000	0.167	0.000
abonnisses	abɔnis	abɔnis	abɔnˈis	abɔnis	compound	abonnisse|s	0.000	0.167	0.000
abonnissez	abɔnise	abɔnis	abɔnisˈe	abɔnise	compound	abonnisse|z	0.143	0.143	0.000
abonnissiez	abɔnisje	abɔnisje	abɔnisjˈe	abɔnisje	dict	[]	0.000	0.125	0.000
abonnissions	abɔnisjɔ	abɔnisjɔ	abɔnisjˈɔ	abɔnisjɔ	dict	[]	0.000	0.125	0.000
abonnissons	abɔnisɔ	abɔnisɔ	abɔnisˈɔ	abɔnisɔ	dict	[]	0.000	0.143	0.000
abonnit	abɔni	abɔni	abɔnˈi	abɔni	dict	[]	0.000	0.200	0.000
abonné	abɔne	abɔne	abɔnˈe	abɔne	dict	[]	0.000	0.200	0.000
abonnîmes	abɔnim	abɔnim	abɔnˈim	abɔnim	compound	[]	0.000	0.167	0.000
abonnît	abɔni	abɔni	abɔnˈi	abɔni	compound	[]	0.000	0.200	0.000
abonnîtes	abɔnit	abɔnit	abɔnˈit	abɔnit	compound	[]	0.000	0.167	0.000
abord	abɔʁ	abɔʁ	abˈɔʁ	abɔʁ	dict	[]	0.000	0.250	0.000
abordable	abɔʁdabl	abɔʁdabl	abɔʁdˈabl	abɔʁdabl	dict	[]	0.000	0.125	0.000
abordables	abɔʁdabl	abɔʁdabl	abɔʁdˈabl	abɔʁdabl	dict	[]	0.000	0.125	0.000
aborder	abɔʁde	abɔʁde	abɔʁdˈe	abɔʁde	dict	[]	0.000	0.167	0.000
abordeur	abɔʁdœʁ	abɔʁdœʁ	abɔʁdˈœʁ	abɔʁdœʁ	compound	aborde|ur	0.000	0.143	0.000
aborigène	abɔʁiʒɛn	abɔʁiʒɛn	aboʁiʒˈɛn	abɔʁiʒɛn	dict	[]	0.000	0.250	0.000
aborner	abɔʁne	abɔʁne	abɔʁnˈe	abɔʁne	compound	ab|orner	0.000	0.167	0.000
abornerait	abɔʁnəʁɛ	abɔʁnəʁɛ	abɔʁnəʁˈɛ	abɔʁnəʁɛ	compound	ab|ornerait	0.000	0.125	0.000
abortive	abɔʁtiv	abɔʁtiv	abɔʁtˈiv	abɔʁtiv	dict	[]	0.000	0.143	0.000
abot	abo	abo	abˈo	abo	dict	[]	0.000	0.333	0.000
aboteau	abɔto	aboo	abotˈo	abɔto	compound	abot|eau	0.400	0.400	0.000
aboucher	abuʃe	abuʃe	abuʃˈe	abuʃe	dict	[]	0.000	0.200	0.000
aboudabienne	abudabjɛn	abudabjɛn	abudabjˈɛn	abudabjɛn	compound	abou|da|bienne	0.000	0.111	0.000
aboudhabienne	abudabjɛn	abudabjɛn	abudabjˈɛn	abudabjɛn	dict	[]	0.000	0.111	0.000
abougrie	abuɡʁi	abuɡʁi	abuɡʁˈi	abuɡʁi	dict	[]	0.000	0.167	0.000
abougrir	abuɡʁiʁ	abuɡʁiʁ	abuɡʁˈiʁ	abuɡʁiʁ	dict	[]	0.000	0.143	0.000
abouler	abule	abule	abulˈe	abule	dict	[]	0.000	0.200	0.000
aboutir	abutiʁ	abutiʁ	abutˈiʁ	abutiʁ	dict	[]	0.000	0.167	0.000
aboutira	abutiʁa	abutiʁa	abutiʁˈa	abutiʁa	dict	[]	0.000	0.143	0.000
aboutirai	abutiʁe	abutiʁɛ	abutiʁˈe	abutiʁɛ	dict	[]	0.143	0.143	0.143
aboutiraient	abutiʁɛ	abutiʁɛ	abutiʁˈɛ	abutiʁɛ	dict	[]	0.000	0.143	0.000
aboutirais	abutiʁɛ	abutiʁɛ	abutiʁˈɛ	abutiʁɛ	dict	[]	0.000	0.143	0.000
aboutirait	abutiʁɛ	abutiʁɛ	abutiʁˈɛ	abutiʁɛ	dict	[]	0.000	0.143	0.000
aboutiras	abutiʁa	abutiʁa	abutiʁˈa	abutiʁa	dict	[]	0.000	0.143	0.000
aboutirent	abutiʁ	abutiʁ	abutˈiʁ	abutiʁ	dict	[]	0.000	0.167	0.000
aboutirez	abutiʁe	abutiʁe	abutiʁˈe	abutiʁe	dict	[]	0.000	0.143	0.000
aboutiriez	abutiʁje	abutiʁje	abutiʁjˈe	abutiʁje	dict	[]	0.000	0.125	0.000
aboutirions	abutiʁjɔ	abutiʁjɔ	abutiʁjˈɔ	abutiʁjɔ	dict	[]	0.000	0.125	0.000
aboutirons	abutiʁɔ	abutiʁɔ	abutiʁˈɔ	abutiʁɔ	dict	[]	0.000	0.143	0.000
aboutiront	abutiʁɔ	abutiʁɔ	abutiʁˈɔ	abutiʁɔ	dict	[]	0.000	0.143	0.000
aboutis	abuti	abuti	abutˈi	abuti	dict	[]	0.000	0.200	0.000
aboutissaient	abutisɛ	abutisɛ	abutisˈɛ	abutisɛ	dict	[]	0.000	0.143	0.000
aboutissais	abutisɛ	abutisɛ	abutisˈɛ	abutisɛ	dict	[]	0.000	0.143	0.000
aboutissait	abutisɛ	abutisɛ	abutisˈɛ	abutisɛ	dict	[]	0.000	0.143	0.000
aboutissant	abutisɑ	abutisɑ	abutisˈɑ	abutisɑ	dict	[]	0.000	0.143	0.000
aboutisse	abutis	abutis	abutˈis	abutis	dict	[]	0.000	0.167	0.000
aboutissement	abutismɑ	abutismɑ	abutismˈɑ	abutismɑ	dict	[]	0.000	0.125	0.000
aboutissent	abutis	abutis	abutˈis	abutis	dict	[]	0.000	0.167	0.000
aboutisses	abutis	abutis	abutˈis	abutis	dict	[]	0.000	0.167	0.000
aboutissez	abutise	abutise	abutisˈe	abutise	dict	[]	0.000	0.143	0.000
aboutissiez	abutisje	abutisje	abutisjˈe	abutisje	dict	[]	0.000	0.125	0.000
aboutissions	abutisjɔ	abutisjɔ	abutisjˈɔ	abutisjɔ	dict	[]	0.000	0.125	0.000
aboutissons	abutisɔ	abutisɔ	abutisˈɔ	abutisɔ	dict	[]	0.000	0.143	0.000
aboutit	abuti	abuti	abutˈi	abuti	dict	[]	0.000	0.200	0.000
aboutîmes	abutim	abutim	abutˈim	abutim	dict	[]	0.000	0.167	0.000
aboutît	abuti	abuti	abutˈi	abuti	dict	[]	0.000	0.200	0.000
aboutîtes	abutit	abutit	abutˈit	abutit	dict	[]	0.000	0.167	0.000
aboyant	abwajɑ	abwajɑ	abwajˈɑ	abwajɑ	dict	[]	0.000	0.167	0.000
aboyer	abwaje	abwaje	abwajˈe	abwaje	dict	[]	0.000	0.167	0.000
aboyeur	abwajœʁ	abwajœʁ	abwajˈœʁ	abwajœʁ	dict	[]	0.000	0.143	0.000
abracadabra	abʁakadabʁa	abʁakadabʁa	abʁakadabʁˈa	abʁakadabʁa	dict	[]	0.000	0.091	0.000
abracadabrant	abʁakadabʁɑ	abʁakadabʁɑ	abʁakadabʁˈɑ	abʁakadabʁɑ	dict	[]	0.000	0.091	0.000
abracadabrantesque	abʁakadabʁɑtɛsk	abʁakadabʁɑtɛsk	abʁakadabʁɑtˈɛsk	abʁakadabʁɑtɛsk	dict	[]	0.000	0.067	0.000
abrasa	abʁaza	abʁaza	abʁazˈa	abʁaza	compound	abras|a	0.000	0.167	0.000
abrasai	abʁaze	abʁaze	abʁazˈe	abʁazɛ	dict	[]	0.000	0.167	0.167
abrasaient	abʁazɛ	abʁaze	abʁazˈɛ	abʁazɛ	compound	abrasai|ent	0.167	0.167	0.000
abrasais	abʁazɛ	abʁaze	abʁazˈɛ	abʁazɛ	compound	abrasai|s	0.167	0.167	0.000
abrasait	abʁazɛ	abʁazet	abʁazˈɛ	abʁazɛ	compound	abrasai|t	0.333	0.167	0.000
abrasant	abʁazɑ	abʁazɑ	abʁazˈɑ	abʁazɑ	compound	abras|ant	0.000	0.167	0.000
abrasas	abʁaza	aˈbɾasas	abʁazˈa	abʁaza	all_lang	[]	0.667	0.167	0.000
abrasasse	abʁazas	abʁazas	abʁazˈas	abʁazas	compound	abras|asse	0.000	0.143	0.000
abrasassent	abʁazas	abʁazas	abʁazˈas	abʁazas	compound	abras|assent	0.000	0.143	0.000
abrasasses	abʁazas	abʁazas	abʁazˈas	abʁazas	compound	abras|asses	0.000	0.143	0.000
abrasassiez	abʁazasje	abʁazasje	abʁazasjˈe	abʁazasje	compound	abras|assiez	0.000	0.111	0.000
abrasassions	abʁazasjɔ	abʁazasjɔ	abʁazasjˈɔ	abʁazasjɔ	compound	abras|assions	0.000	0.111	0.000
abrase	abʁaz	abʁaz	abʁˈaz	abʁaz	compound	abras|e	0.000	0.200	0.000
abrasent	abʁaz	abʁaz	abʁˈaz	abʁaz	compound	abras|ent	0.000	0.200	0.000
abraser	abʁaze	abʁaze	abʁazˈe	abʁaze	compound	abras|er	0.000	0.167	0.000
abrasera	abʁazʁa	abʁazʁa	abʁazʁˈa	abʁazəʁa	compound	abras|era	0.000	0.143	0.143
abraserai	abʁazʁe	abʁazʁe	abʁazʁˈe	abʁazəʁe	compound	abras|erai	0.000	0.143	0.143
abraseraient	abʁazʁɛ	abʁazʁɛ	abʁazʁˈɛ	abʁazəʁɛ	compound	abras|eraient	0.000	0.143	0.143
abraserais	abʁazʁɛ	abʁazʁɛ	abʁazʁˈɛ	abʁazəʁɛ	compound	abras|erais	0.000	0.143	0.143
abraserait	abʁazʁɛ	abʁazʁɛ	abʁazʁˈɛ	abʁazəʁɛ	compound	abras|erait	0.000	0.143	0.143
abraseras	abʁazʁa	abʁazʁa	abʁazʁˈa	abʁazəʁa	compound	abras|eras	0.000	0.143	0.143
abraserez	abʁazʁe	abʁazʁe	abʁazʁˈe	abʁazəʁe	compound	abras|erez	0.000	0.143	0.143
abraseriez	abʁazəʁje	abʁazəʁje	abʁazəʁjˈe	abʁazəʁje	compound	abras|eriez	0.000	0.111	0.000
abraserions	abʁazəʁjɔ	abʁazəʁjɔ	abʁazəʁjˈɔ	abʁazəʁjɔ	compound	abras|erions	0.000	0.111	0.000
abraserons	abʁazʁɔ	abʁazʁɔ	abʁazʁˈɔ	abʁazəʁɔ	compound	abras|erons	0.000	0.143	0.143
abraseront	abʁazʁɔ	abʁazʁɔ	abʁazʁˈɔ	abʁazəʁɔ	compound	abras|eront	0.000	0.143	0.143
abrases	abʁaz	abʁaz	abʁˈaz	abʁaz	dict	[]	0.000	0.200	0.000
abrasez	abʁaze	abʁaze	abʁazˈe	abʁaze	compound	abras|ez	0.000	0.167	0.000
abrasiez	abʁazje	abʁazje	abʁazjˈe	abʁazje	compound	abras|iez	0.000	0.143	0.000
abrasif	abʁazif	abʁazif	abʁazˈif	abʁazif	dict	[]	0.000	0.143	0.000
abrasives	abʁaziv	abʁaziv	abʁazˈiv	abʁaziv	dict	[]	0.000	0.143	0.000
abrasons	abʁazɔ	abʁazɔ	abʁazˈɔ	abʁazɔ	compound	abras|ons	0.000	0.167	0.000
abrasâmes	abʁazam	abʁazam	abʁazˈaːm	abʁasam	compound	abras|âmes	0.000	0.286	0.143
abrasât	abʁaza	abʁaza	abʁazˈaː	abʁaza	compound	ab|rasât	0.000	0.333	0.000
abrasâtes	abʁazat	abʁazat	abʁazˈaːt	abʁazat	compound	ab|rasâtes	0.000	0.286	0.000
abrasèrent	abʁazɛʁ	abʁazɛʁ	abʁazˈɛʁ	abʁasɛʁ	compound	abras|èrent	0.000	0.143	0.143
abrasé	abʁaze	abʁaze	abʁazˈe	abʁaze	compound	abras|é	0.000	0.167	0.000
abraxas	abʁaksas	abʁaksa	abʁaksˈa	abʁaksa	compound	ab|r|axas	0.125	0.250	0.125
abreuver	abʁœve	abʁœve	abʁøvˈe	abʁœve	dict	[]	0.000	0.333	0.000
abreuvoir	abʁœvwaʁ	abʁœvwaʁ	abʁøvwˈaʁ	abʁœvwaʁ	dict	[]	0.000	0.250	0.000
abri	abʁi	abʁi	abʁˈi	abʁi	dict	[]	0.000	0.250	0.000
abria	abʁija	abʁija	abʁiˈa	abʁija	dict	[]	0.000	0.167	0.000
abrias	abʁija	abʁija	abʁiˈa	abʁija	dict	[]	0.000	0.167	0.000
abribus	abʁibys	abʁibys	abʁibˈys	abʁiby	dict	[]	0.000	0.143	0.143
abricot	abʁiko	abʁiko	abʁikˈo	abʁiko	dict	[]	0.000	0.167	0.000
abricotier	abʁikɔtje	abʁikɔtje	abʁikotjˈe	abʁikɔtje	dict	[]	0.000	0.222	0.000
abricotine	abʁikɔtin	abʁikɔtin	abʁikotˈin	abʁikɔtin	dict	[]	0.000	0.222	0.000
abricoté	abʁikɔte	abʁikɔte	abʁikotˈe	abʁikɔte	dict	[]	0.000	0.250	0.000
abrier	abʁije	abʁije	abʁiˈe	abʁije	dict	[]	0.000	0.167	0.000
abris	abʁi	abʁi	abʁˈi	abʁi	dict	[]	0.000	0.250	0.000
abriter	abʁite	abʁite	abʁitˈe	abʁite	dict	[]	0.000	0.167	0.000
